# qpc_frequency=10000000
present_id,guest_frame,qpc
611,611,15419946423991
612,612,15419946590371
613,613,15419946756975
614,614,15419946923418
615,615,15419947091298
616,616,15419947256612
617,617,15419947424188
618,618,15419947590985
619,619,15419947757121
620,620,15419947924101
621,621,15419948089652
622,622,15419948257976
623,623,15419948424665
624,624,15419948590806
625,625,15419948757482
626,626,15419948928882
627,627,15419949091581
628,628,15419949256962
629,629,15419949422458
630,630,15419949590983
631,631,15419949756751
632,632,15419949930198
633,633,15419950089831
634,634,15419950259018
635,635,15419950438186
636,636,15419950591178
637,637,15419950757363
638,638,15419950923814
639,639,15419951090483
640,640,15419951256822
641,641,15419951425613
642,642,15419951592370
643,643,15419951760549
644,644,15419951928320
645,645,15419952093427
646,646,15419952257159
647,647,15419952425856
648,648,15419952591499
649,649,15419952759599
650,650,15419952926814
651,651,15419953091283
652,652,15419953257513
653,653,15419953424882
654,654,15419953616365
655,655,15419953758181
656,656,15419953925259
657,657,15419954092833
658,658,15419954258694
659,659,15419954426902
660,660,15419954619207
661,661,15419954789914
662,662,15419954947399
663,663,15419955098020
664,664,15419955260864
665,665,15419955426974
666,666,15419955593453
667,667,15419955759727
668,668,15419955927663
669,669,15419956092917
670,670,15419956259896
671,671,15419956427050
672,672,15419956593694
673,673,15419956760342
674,674,15419956926172
675,675,15419957093463
676,676,15419957259560
677,677,15419957425549
678,678,15419957593177
679,679,15419957759617
680,680,15419957925773
681,681,15419958092239
682,682,15419958260152
683,683,15419958425589
684,684,15419958594160
685,685,15419958760064
686,686,15419958925919
687,687,15419959093395
688,688,15419959258152
689,689,15419959424656
690,690,15419959592717
691,691,15419959757505
692,692,15419959927140
693,693,15419960092368
694,694,15419960258135
695,695,15419960425086
696,696,15419960589893
697,697,15419960758236
698,698,15419960943156
699,699,15419961091274
700,700,15419961257431
701,701,15419961424923
702,702,15419961593939
703,703,15419961781328
704,704,15419961927870
705,705,15419962093856
706,706,15419962258834
707,707,15419962426008
708,708,15419962592400
709,709,15419962759373
710,710,15419962928790
711,711,15419963091911
712,712,15419963258900
713,713,15419963425975
714,714,15419963593246
715,715,15419963759354
716,716,15419963931427
717,717,15419964093652
718,718,15419964260182
719,719,15419964428369
720,720,15419964592214
721,721,15419964758413
722,722,15419964925199
723,723,15419965092728
724,724,15419965260719
725,725,15419965427087
726,726,15419965592748
727,727,15419965759456
728,728,15419965925340
729,729,15419966092095
730,730,15419966258923
731,731,15419966426281
732,732,15419966593272
733,733,15419966759336
734,734,15419966924665
735,735,15419967092265
736,736,15419967258494
737,737,15419967424981
738,738,15419967592583
739,739,15419967758832
740,740,15419967925973
741,741,15419968093474
742,742,15419968259592
743,743,15419968426696
744,744,15419968593292
745,745,15419968762320
746,746,15419968926594
747,747,15419969094400
748,748,15419969259389
749,749,15419969426038
750,750,15419969592652
751,751,15419969759260
752,752,15419969925055
753,753,15419970093951
754,754,15419970262532
755,755,15419970426371
756,756,15419970591890
757,757,15419970759640
758,758,15419970925504
759,759,15419971092310
760,760,15419971260594
761,761,15419971425862
762,762,15419971593149
763,763,15419971759407
764,764,15419971925477
765,765,15419972094053
766,766,15419972258982
767,767,15419972426221
768,768,15419972592390
769,769,15419972760520
770,770,15419972926047
771,771,15419973092282
772,772,15419973259573
773,773,15419973425206
774,774,15419973592505
775,775,15419973759360
776,776,15419973926150
777,777,15419974094113
778,778,15419974259709
779,779,15419974424899
780,780,15419974593358
781,781,15419974759081
782,782,15419974925895
783,783,15419975093019
784,784,15419975260272
785,785,15419975426767
786,786,15419975593448
787,787,15419975759325
788,788,15419975925973
789,789,15419976092898
790,790,15419976260023
791,791,15419976426769
792,792,15419976593239
793,793,15419976759496
794,794,15419976924675
795,795,15419977092842
796,796,15419977258120
797,797,15419977425849
798,798,15419977593257
799,799,15419977760166
800,800,15419977925274
801,801,15419978092970
802,802,15419978260832
803,803,15419978428797
804,804,15419978594615
805,805,15419978758982
806,806,15419978925958
807,807,15419979094690
808,808,15419979259776
809,809,15419979426050
810,810,15419979593009
811,811,15419979760078
812,812,15419979926845
813,813,15419980092633
814,814,15419980261185
815,815,15419980426407
816,816,15419980592752
817,817,15419980759824
818,818,15419980925713
819,819,15419981094046
820,820,15419981258395
821,821,15419981428404
822,822,15419981594314
823,823,15419981759717
824,824,15419981926484
825,825,15419982093685
826,826,15419982259736
827,827,15419982426597
828,828,15419982591920
829,829,15419982760969
830,830,15419982927110
831,831,15419983093128
832,832,15419983260486
833,833,15419983428090
834,834,15419983593255
835,835,15419983758958
836,836,15419983926371
837,837,15419984093464
838,838,15419984260254
839,839,15419984427790
840,840,15419984594081
841,841,15419984760609
842,842,15419984929693
843,843,15419985092715
844,844,15419985261543
845,845,15419985425478
846,846,15419985594537
847,847,15419985763211
848,848,15419985930336
849,849,15419986095872
850,850,15419986258885
851,851,15419986427367
852,852,15419986594760
853,853,15419986760415
854,854,15419986927964
855,855,15419987093891
856,856,15419987260573
857,857,15419987427416
858,858,15419987594050
859,859,15419987761341
860,860,15419987929038
861,861,15419988094560
862,862,15419988261791
863,863,15419988426827
864,864,15419988594372
865,865,15419988760241
866,866,15419988929931
867,867,15419989095932
868,868,15419989261706
869,869,15419989430030
870,870,15419989596374
871,871,15419989762144
872,872,15419989930794
873,873,15419990098818
874,874,15419990263903
875,875,15419990430874
876,876,15419990595821
877,877,15419990764145
878,878,15419990930051
879,879,15419991095354
880,880,15419991262243
881,881,15419991430089
882,882,15419991599166
883,883,15419991766317
884,884,15419991929927
885,885,15419992095794
886,886,15419992263459
887,887,15419992430137
888,888,15419992595628
889,889,15419992760528
890,890,15419992932898
891,891,15419993097579
892,892,15419993266256
893,893,15419993429905
894,894,15419993599019
895,895,15419993760834
896,896,15419993929588
897,897,15419994096404
898,898,15419994263119
899,899,15419994428892
900,900,15419994595559
901,901,15419994763019
902,902,15419994930450
903,903,15419995095970
904,904,15419995261423
905,905,15419995429775
906,906,15419995596450
907,907,15419995764063
908,908,15419995930086
909,909,15419996097993
910,910,15419996262492
911,911,15419996430028
912,912,15419996598718
913,913,15419996762614
914,914,15419996931511
915,915,15419997097403
916,916,15419997263497
917,917,15419997429724
918,918,15419997596910
919,919,15419997762913
920,920,15419997933590
921,921,15419998097380
922,922,15419998264429
923,923,15419998428845
924,924,15419998595628
925,925,15419998763324
926,926,15419998929643
927,927,15419999096463
928,928,15419999264795
929,929,15419999428977
930,930,15419999595825
931,931,15419999760493
932,932,15419999930515
933,933,15420000095508
934,934,15420000264002
935,935,15420000430607
936,936,15420000598671
937,937,15420000763923
938,938,15420000929848
939,939,15420001095301
940,940,15420001262105
941,941,15420001429599
942,942,15420001595159
943,943,15420001762779
944,944,15420001930327
945,945,15420002113940
946,946,15420002264228
947,947,15420002429639
948,948,15420002595241
949,949,15420002765617
950,950,15420002935785
951,951,15420003096176
952,952,15420003263004
953,953,15420003430006
954,954,15420003597056
955,955,15420003762108
956,956,15420003929820
957,957,15420004094807
958,958,15420004262331
959,959,15420004428404
960,960,15420004596438
961,961,15420004763138
962,962,15420004930257
963,963,15420005097212
964,964,15420005263521
965,965,15420005429620
966,966,15420005595114
967,967,15420005764723
968,968,15420005931769
969,969,15420006095762
970,970,15420006265655
971,971,15420006430476
972,972,15420006597564
973,973,15420006763100
974,974,15420006930123
975,975,15420007096791
976,976,15420007261243
977,977,15420007429281
978,978,15420007597830
979,979,15420007763524
980,980,15420007929182
981,981,15420008095926
982,982,15420008265671
983,983,15420008429661
984,984,15420008596392
985,985,15420008763173
986,986,15420008930426
987,987,15420009097630
988,988,15420009264399
989,989,15420009428912
990,990,15420009595629
991,991,15420009762148
992,992,15420009929288
993,993,15420010096645
994,994,15420010263797
995,995,15420010431076
996,996,15420010596826
997,997,15420010764397
998,998,15420010928310
999,999,15420011096447
1000,1000,15420011262659
1001,1001,15420011430219
1002,1002,15420011595764
1003,1003,15420011762835
1004,1004,15420011930669
1005,1005,15420012096834
1006,1006,15420012263950
1007,1007,15420012430505
1008,1008,15420012596890
1009,1009,15420012764121
1010,1010,15420012931335
1011,1011,15420013095444
1012,1012,15420013262829
1013,1013,15420013429159
1014,1014,15420013596330
1015,1015,15420013761063
1016,1016,15420013930878
1017,1017,15420014096986
1018,1018,15420014263273
1019,1019,15420014429326
1020,1020,15420014597206
1021,1021,15420014763050
1022,1022,15420014931623
1023,1023,15420015096264
1024,1024,15420015262711
1025,1025,15420015430079
1026,1026,15420015598098
1027,1027,15420015764523
1028,1028,15420015930768
1029,1029,15420016096834
1030,1030,15420016264224
1031,1031,15420016430106
1032,1032,15420016596923
1033,1033,15420016763342
1034,1034,15420016929955
1035,1035,15420017097204
1036,1036,15420017262408
1037,1037,15420017429807
1038,1038,15420017598039
1039,1039,15420017763079
1040,1040,15420017930272
1041,1041,15420018096037
1042,1042,15420018264172
1043,1043,15420018429475
1044,1044,15420018597602
1045,1045,15420018763682
1046,1046,15420018931086
1047,1047,15420019096830
1048,1048,15420019263225
1049,1049,15420019428825
1050,1050,15420019596368
1051,1051,15420019762786
1052,1052,15420019930975
1053,1053,15420020096787
1054,1054,15420020263878
1055,1055,15420020430896
1056,1056,15420020596066
1057,1057,15420020763090
1058,1058,15420020929014
1059,1059,15420021096551
1060,1060,15420021263179
1061,1061,15420021430052
1062,1062,15420021598338
1063,1063,15420021764693
1064,1064,15420021935744
1065,1065,15420022096615
1066,1066,15420022264237
1067,1067,15420022429942
1068,1068,15420022595969
1069,1069,15420022764070
1070,1070,15420022931430
1071,1071,15420023096751
1072,1072,15420023263696
1073,1073,15420023429859
1074,1074,15420023596661
1075,1075,15420023763611
1076,1076,15420023930539
1077,1077,15420024097477
1078,1078,15420024263986
1079,1079,15420024429933
1080,1080,15420024597761
1081,1081,15420024764419
1082,1082,15420024932118
1083,1083,15420025095866
1084,1084,15420025264678
1085,1085,15420025429114
1086,1086,15420025597287
1087,1087,15420025765416
1088,1088,15420025932080
1089,1089,15420026100029
1090,1090,15420026263855
1091,1091,15420026431537
1092,1092,15420026598042
1093,1093,15420026764786
1094,1094,15420026931293
1095,1095,15420027097058
1096,1096,15420027263306
1097,1097,15420027430541
1098,1098,15420027597892
1099,1099,15420027765681
1100,1100,15420027929627
1101,1101,15420028098643
1102,1102,15420028264796
1103,1103,15420028431564
1104,1104,15420028599231
1105,1105,15420028763445
1106,1106,15420028931302
1107,1107,15420029097847
1108,1108,15420029264600
1109,1109,15420029430147
1110,1110,15420029597896
1111,1111,15420029764006
1112,1112,15420029930190
1113,1113,15420030096963
1114,1114,15420030266240
1115,1115,15420030431098
1116,1116,15420030597950
1117,1117,15420030764125
1118,1118,15420030930825
1119,1119,15420031097301
1120,1120,15420031263725
1121,1121,15420031431278
1122,1122,15420031597236
1123,1123,15420031764387
1124,1124,15420031930188
1125,1125,15420032100079
1126,1126,15420032288730
1127,1127,15420032435115
1128,1128,15420032607964
1129,1129,15420032766113
1130,1130,15420032929824
1131,1131,15420033099297
1132,1132,15420033264763
1133,1133,15420033431290
1134,1134,15420033597697
1135,1135,15420033763144
1136,1136,15420033935690
1137,1137,15420034098708
1138,1138,15420034264660
1139,1139,15420034430853
1140,1140,15420034600259
1141,1141,15420034765633
1142,1142,15420034930547
1143,1143,15420035098674
1144,1144,15420035265827
1145,1145,15420035431267
1146,1146,15420035596993
1147,1147,15420035766205
1148,1148,15420035933259
1149,1149,15420036099861
1150,1150,15420036264327
1151,1151,15420036432456
1152,1152,15420036597456
1153,1153,15420036764685
1154,1154,15420036932608
1155,1155,15420037100640
1156,1156,15420037265536
1157,1157,15420037432331
1158,1158,15420037602431
1159,1159,15420037772849
1160,1160,15420037933050
1161,1161,15420038098526
1162,1162,15420038267178
1163,1163,15420038432419
1164,1164,15420038601499
1165,1165,15420038765454
1166,1166,15420038933685
1167,1167,15420039101275
1168,1168,15420039265735
1169,1169,15420039431963
1170,1170,15420039599159
1171,1171,15420039764431
1172,1172,15420039932139
1173,1173,15420040098573
1174,1174,15420040266547
1175,1175,15420040431803
1176,1176,15420040599535
1177,1177,15420040765610
1178,1178,15420040930453
1179,1179,15420041098961
1180,1180,15420041266939
1181,1181,15420041434947
1182,1182,15420041602162
1183,1183,15420041767369
1184,1184,15420041933594
1185,1185,15420042100080
1186,1186,15420042266758
1187,1187,15420042432250
1188,1188,15420042600255
1189,1189,15420042767134
1190,1190,15420042931938
1191,1191,15420043100032
1192,1192,15420043266765
1193,1193,15420043432886
1194,1194,15420043600236
1195,1195,15420043765497
1196,1196,15420043936329
1197,1197,15420044101115
1198,1198,15420044267191
1199,1199,15420044434333
1200,1200,15420044600261
1201,1201,15420044765306
1202,1202,15420044932192
1203,1203,15420045098745
1204,1204,15420045266023
1205,1205,15420045432595
1206,1206,15420045597980
1207,1207,15420045766353
1208,1208,15420045931892
1209,1209,15420046099861
1210,1210,15420046267289
1211,1211,15420046434347
1212,1212,15420046599362
1213,1213,15420046765768
1214,1214,15420046932291
1215,1215,15420047099453
1216,1216,15420047265241
1217,1217,15420047432499
1218,1218,15420047599998
1219,1219,15420047766316
1220,1220,15420047932847
1221,1221,15420048099138
1222,1222,15420048267733
1223,1223,15420048432422
1224,1224,15420048598934
1225,1225,15420048764239
1226,1226,15420048933395
1227,1227,15420049098834
1228,1228,15420049266319
1229,1229,15420049431953
1230,1230,15420049624671
1231,1231,15420049764217
1232,1232,15420049931745
1233,1233,15420050099534
1234,1234,15420050268465
1235,1235,15420050433011
1236,1236,15420050597882
1237,1237,15420050765533
1238,1238,15420050932498
1239,1239,15420051099139
1240,1240,15420051265026
1241,1241,15420051433577
1242,1242,15420051599557
1243,1243,15420051766115
1244,1244,15420051932794
1245,1245,15420052099209
1246,1246,15420052265647
1247,1247,15420052435779
1248,1248,15420052599695
1249,1249,15420052766440
1250,1250,15420052933221
1251,1251,15420053099234
1252,1252,15420053265743
1253,1253,15420053431411
1254,1254,15420053599449
1255,1255,15420053766833
1256,1256,15420053933980
1257,1257,15420054099238
1258,1258,15420054267911
1259,1259,15420054451739
1260,1260,15420054600345
1261,1261,15420054769290
1262,1262,15420054933151
1263,1263,15420055100463
1264,1264,15420055267091
1265,1265,15420055432949
1266,1266,15420055599456
1267,1267,15420055767226
1268,1268,15420055932891
1269,1269,15420056099787
1270,1270,15420056267275
1271,1271,15420056434996
1272,1272,15420056599516
1273,1273,15420056767328
1274,1274,15420056933147
1275,1275,15420057099528
1276,1276,15420057266699
1277,1277,15420057433090
1278,1278,15420057600529
1279,1279,15420057767322
1280,1280,15420057933359
1281,1281,15420058100998
1282,1282,15420058267642
1283,1283,15420058433283
1284,1284,15420058600018
1285,1285,15420058765131
1286,1286,15420058934588
1287,1287,15420059099543
1288,1288,15420059266432
1289,1289,15420059432641
1290,1290,15420059599926
1291,1291,15420059765925
1292,1292,15420059933497
1293,1293,15420060099635
1294,1294,15420060267159
1295,1295,15420060433181
1296,1296,15420060600578
1297,1297,15420060766548
1298,1298,15420060933495
1299,1299,15420061100819
1300,1300,15420061266277
1301,1301,15420061434677
1302,1302,15420061602025
1303,1303,15420061767909
1304,1304,15420061932384
1305,1305,15420062102015
1306,1306,15420062267037
1307,1307,15420062435114
1308,1308,15420062600492
1309,1309,15420062769513
1310,1310,15420062932502
1311,1311,15420063101530
1312,1312,15420063266868
1313,1313,15420063433214
1314,1314,15420063601456
1315,1315,15420063767255
1316,1316,15420063934380
1317,1317,15420064102308
1318,1318,15420064267222
1319,1319,15420064433473
1320,1320,15420064602956
1321,1321,15420064767687
1322,1322,15420064934646
1323,1323,15420065103104
1324,1324,15420065267981
1325,1325,15420065433545
1326,1326,15420065601687
1327,1327,15420065768701
1328,1328,15420065934688
